id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
14,GN,"The girl fell on the road and was helped by a man, she was imagining that man would be her true destiny, who would have thought that man had 5 wives?",https://img.upanh.tv/2023/08/23/Gp-nhau-9.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-9-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-9-nam.jpg,50,0,1,5,1,The Man With Five Wives
15,GN,"It suddenly rained, the guy Accidentally gave the girl a hitchhiking and the car blew a tire.",https://img.upanh.tv/2023/08/23/Gp-nhau-8.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-8-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-8-nam.jpg,27,2,2,2,1,Rainy Day Romance
16,GN,They got to know each other through the matchmaking of friends.,https://img.upanh.tv/2023/08/23/Gp-nhau-7.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-7-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-7-nam.jpg,35,1,1,2,1,Friendship That Blossomed into Love
17,GN,"That year, they met each other during Christmas",https://img.upanh.tv/2023/08/23/Gp-nhau-7.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-7-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-7-nam.jpg,35,4,4,2,1,Unwanted Bride
18,GN,"At his brother's wedding, he saw a pretty girl forced to marry him",https://raw.githubusercontent.com/spiderdassness/anh_raw/main/Son.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/main/Son.jpg,0,28,4,4,1,0,Wedding Day Deception
19,GN,"On her 23rd birthday, she met someone who always cared, cared for and loved her younger sister.",https://img.upanh.tv/2023/08/23/Gp-nhau-9.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-9-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-9-nam.jpg,23,0,1,2,1,Sister's Guardian Angel
20,GN,The girl met the boy in the slum when her family kicked her out of the house because she was 40 and still had no boyfriend.,https://img.upanh.tv/2023/08/23/Gp-nhau-8.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-8-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-8-nam.jpg,40,0,4,0,1,The Slum Girl and the Boy
21,GN,"The boy saw the pretty girl in front of her, walked around, and flirted with her, only to know that it was his mother and was dragged home by her mother's ear.",https://img.upanh.tv/2023/08/23/Gp-nhau-2.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-2-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-2-nam.jpg,50,2,2,2,1,Mother He Didn't Recognize
22,GN,"The dating app created the first meeting between the couple and did not happen after that because both were too virtual, editing photos too violently.",https://img.upanh.tv/2023/08/23/Gp-nhau-3.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-3-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-3-nam.jpg,25,2,2,0,1,Virtual Relationship
23,GN,"The girl registered to participate in the dating program, was paired with her ex-boyfriend by the organizers.",https://img.upanh.tv/2023/08/23/Gp-nhau-4.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-4-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-4-nam.jpg,30,1,1,2,0,Reunited with an Ex
24,GN,The girl was beaten on the first date because she didn't look like the picture on the internet,https://img.upanh.tv/2023/08/23/Gp-nhau-5.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-5-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-5-nam.jpg,25,2,2,2,1,When Looks Matter Too Much
25,GN,"The guy who rented the room dropped the key standing in front of the inn, misunderstood by the girl as a thief to call the police, and he was taken to the police station.",https://raw.githubusercontent.com/spiderdassness/anh_raw/main/gn.png,0,https://raw.githubusercontent.com/spiderdassness/anh_raw/main/gn.png,30,3,0,0,0,unlucky guy
