id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
16,LH,"How will the two of you be at 70 years old? The husband has taken another wife, and there are 3 people living together under the same roof.",https://img.upanh.tv/2023/08/24/Ly-hon-8.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-8-nu.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-8-nam.jpg,70,1,1,2,0,Future of Polygamy
17,LH,"Divorce because of being abandoned by their children, each has their own way.",https://raw.githubusercontent.com/ducmanhnguyen1308/-nh-cho-future-love/main/nqh03331-1617362160533182927786.jpg,0,https://raw.githubusercontent.com/ducmanhnguyen1308/-nh-cho-future-love/main/nqh03331-1617362160533182927786.jpg,70,2,0,1,1,The Road Less Traveled
18,LH,"At the age of 60, the husband proposed a divorce because his wife refused to brush her teeth and her breath was too bad to bear.",https://img.upanh.tv/2023/08/24/Ly-hon-9.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-9-nu.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-9-nam.jpg,60,1,1,0,1,Too Much to Bear
19,LH,"At the age of 60, the husband refused to die and his wife put poison in the food. After finding out her husband asked for a divorce.",https://img.upanh.tv/2023/08/24/Ly-hon-10.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-10-nu.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-10-nam.jpg,60,1,0,0,1,A Marriage in Ruins
20,LH,"After giving birth, the husband proposed a divorce to his wife because she was too sloppy.",https://img.upanh.tv/2023/08/24/Ly-hon-11.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-11-nu.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-11-nam.jpg,24,0,2,0,0,A Bittersweet Ending
21,LH,"One week after getting married, the wife demanded a divorce because the husband slapped and hit her for talking too much.",https://img.upanh.tv/2023/08/24/Ly-hon-12.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-12-nu.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-12-nam.jpg,36,1,1,0,0,A Week of Marital Abuse
22,LH,"Her husband's lust was too much, causing her to tire and propose a divorce.",https://img.upanh.tv/2023/08/24/Ly-hon-13.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-13-nu.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-13-nam.jpg,27,2,0,2,0,A Marriage Strained by Lust
23,LH,"At the age of 50, the husband requested a divorce after discovering that he had a serious illness.",https://img.upanh.tv/2023/08/24/Ly-hon-14.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-14-nu.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-14-nam.jpg,37,2,2,1,1,Fateful Illness
24,LH,"After one year of marriage, the wife gave birth to their first daughter, but the husband demanded a divorce because his family did not like having a granddaughter.",https://img.upanh.tv/2023/08/24/Ly-hon-15.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-15-nu.jpg,https://img.upanh.tv/2023/08/24/Ly-hon-15-nam.jpg,33,,1,1,1,The Gender Gap
25,LH,"After a year of marriage, the wife had an affair with the father-in-law and had a child with him. The husband discovered and requested a divorce. The wife then married the father-in-law, and the husband and wife continued living together and called each other mother and son.",https://raw.githubusercontent.com/ducmanhnguyen1308/-nh-cho-future-love/main/photo1595839489548-15958394895591286687615-crop-15958395965421888302794.jpg,https://raw.githubusercontent.com/ducmanhnguyen1308/-nh-cho-future-love/main/109.jpg,https://raw.githubusercontent.com/ducmanhnguyen1308/-nh-cho-future-love/main/108.jpg,49,4,4,2,1,Incestuous Affair
